Original_Index,Head,Tail,True_Relation,Model_Raw_Output,Parsed_Prediction
535,/m/04t969,/m/0824r,/people/person/places_lived./people/place_lived/location,**Predicted Relation:** /location/administrative_division/first_level_division_of,/location/administrative_division/first_level_division_of
536,/m/01dq0z,/m/02hcv8,/location/location/time_zones,**Predicted Relation:** /location/location/time_zones,/location/location/time_zones
537,/m/01vwllw,/m/05p09zm,/award/award_nominee/award_nominations./award/award_nomination/award,**Predicted Relation:** /award/award_nominee/award_nominations./award/award_nomination/award_nominee,/award/award_nominee/award_nominations./award/award_nomination/award_nominee
538,/m/08d6bd,/m/02hrh1q,/people/person/profession,**Predicted Relation:** /people/person/profession,/people/person/profession
539,/m/01v1ln,/m/07ssc,/film/film/country,**Predicted Relation:** /film/film/country,/film/film/country
540,/m/0bmfnjs,/m/035qy,/film/film/release_date_s./film/film_regional_release_date/film_release_region,**Predicted Relation:** /film/film/country,/film/film/country
541,/m/01yc02,/m/03v52f,/business/job_title/people_with_this_title./business/employment_tenure/company,**Predicted Relation:** /business/job_title/people_with_this_title./business/employment_tenure/company,/business/job_title/people_with_this_title./business/employment_tenure/company
542,/m/03m_k0,/m/03hl6lc,/award/award_nominee/award_nominations./award/award_nomination/award,**Predicted Relation:** /award/award_category/nominees./award/award_nomination/nominated_for,/award/award_category/nominees./award/award_nomination/nominated_for
543,/m/0194zl,/m/02h40lc,/film/film/language,**Predicted Relation:** /film/film/language,/film/film/language
544,/m/020trj,/m/013q0p,/film/actor/film./film/performance/film,**Predicted Relation:** /film/actor/film,/film/actor/film
545,/m/030b93,/m/0bfvw2,/award/award_nominee/award_nominations./award/award_nomination/award,**Predicted Relation:** /award/award_nominee/award_nominations./award/award_nomination/award,/award/award_nominee/award_nominations./award/award_nomination/award
546,/m/0mk59,/m/09nqf,/location/statistical_region/rent50_2./measurement_unit/dated_money_value/currency,**Predicted Relation:** /location/statistical_region/gni_per_capita_in_ppp_dollars./measurement_unit/dated_money_value/currency,/location/statistical_region/gni_per_capita_in_ppp_dollars./measurement_unit/dated_money_value/currency
547,/m/0cv3w,/m/0127s7,/base/popstra/location/vacationers./base/popstra/vacation_choice/vacationer,**Predicted Relation:** /base/popstra/location/vacationers./base/popstra/vacation_choice/vacationer,/base/popstra/location/vacationers./base/popstra/vacation_choice/vacationer
548,/m/0bwfwpj,/m/07f1x,/film/film/release_date_s./film/film_regional_release_date/film_release_region,**Predicted Relation:** /film/film/release_date_s./film/film_regional_release_date/film_release_region,/film/film/release_date_s./film/film_regional_release_date/film_release_region
549,/m/064t9,/m/01k98nm,/music/genre/artists,**Predicted Relation:** /award/award_winner/awards_won./award/award_honor/award_winner,/award/award_winner/awards_won./award/award_honor/award_winner
550,/m/0c9t0y,/m/01585b,/film/film/genre,**Predicted Relation:** /film/film/genre,/film/film/genre
551,/m/01pfr3,/m/02f73b,/award/award_nominee/award_nominations./award/award_nomination/award,**Predicted Relation:** /award/award_nominee/award_nominations./award/award_nomination/award,/award/award_nominee/award_nominations./award/award_nomination/award
552,/m/0gs96,/m/08xvpn,/award/award_category/nominees./award/award_nomination/nominated_for,**Predicted Relation:** /award/award_winning_work/awards_won./award/award_honor/award,/award/award_winning_work/awards_won./award/award_honor/award
553,/m/0284b56,/m/0d060g,/film/film/release_date_s./film/film_regional_release_date/film_release_region,**Predicted Relation:** /film/film/release_date_s./film/film_regional_release_date/film_release_region,/film/film/release_date_s./film/film_regional_release_date/film_release_region
554,/m/01chc7,/m/076xkps,/film/actor/film./film/performance/film,**Predicted Relation:** /film/actor/film./film/performance/film,/film/actor/film./film/performance/film
555,/m/0bt3j9,/m/0jgd,/film/film/release_date_s./film/film_regional_release_date/film_release_region,**Predicted Relation:** /film/film/release_date_s./film/film_regional_release_date/film_release_region,/film/film/release_date_s./film/film_regional_release_date/film_release_region
556,/m/015fr,/m/01mk6,/military/military_combatant/military_conflicts./military/military_combatant_group/combatants,**Predicted Relation:** /location/country/official_language,/location/country/official_language
557,/m/0djb3vw,/m/05qhw,/film/film/release_date_s./film/film_regional_release_date/film_release_region,**Predicted Relation:** /film/film/release_date_s./film/film_regional_release_date/film_release_region,/film/film/release_date_s./film/film_regional_release_date/film_release_region
558,/m/01lvcs1,/m/026t6,/music/artist/track_contributions./music/track_contribution/role,**Predicted Relation:** /music/artist/contribution./music/recording_contribution/performance_role,/music/artist/contribution./music/recording_contribution/performance_role
559,/m/03tn9w,/m/015qqg,/award/award_ceremony/awards_presented./award/award_honor/honored_for,**Predicted Relation:** /award/award_nominee/award_nominations./award/award_nomination/nominated_for,/award/award_nominee/award_nominations./award/award_nomination/nominated_for
560,/m/0171cm,/m/02mt51,/film/actor/film./film/performance/film,**Predicted Relation:** /film/actor/film./film/performance/film,/film/actor/film./film/performance/film
561,/m/087wc7n,/m/016wzw,/film/film/release_date_s./film/film_regional_release_date/film_release_region,**Predicted Relation:** /film/film/release_date_s./film/film_regional_release_date/film_release_region,/film/film/release_date_s./film/film_regional_release_date/film_release_region
562,/m/0cc8q3,/m/02jp2w,/time/event/instance_of_recurring_event,**Predicted Relation:** /time/event/instance_of_recurring_event,/time/event/instance_of_recurring_event
563,/m/0c3xw46,/m/06mkj,/film/film/release_date_s./film/film_regional_release_date/film_release_region,**Predicted Relation:** /film/film/country,/film/film/country
564,/m/01w40h,/m/06m61,/music/record_label/artist,**Predicted Relation:** /music/record_label/artist,/music/record_label/artist
565,/m/0cc5mcj,/m/01vx2h,/film/film/other_crew./film/film_crew_gig/film_crew_role,**Predicted Relation:** /film/film/other_crew./film/film_crew_gig/film_crew_role,/film/film/other_crew./film/film_crew_gig/film_crew_role
566,/m/0gwlfnb,/m/03_3d,/film/film/release_date_s./film/film_regional_release_date/film_release_region,**Predicted Relation:** /film/film/release_date_s./film/film_regional_release_date/film_release_region,/film/film/release_date_s./film/film_regional_release_date/film_release_region
567,/m/01j5sd,/m/0kyk,/people/person/profession,**Predicted Relation:** /people/person/profession,/people/person/profession
568,/m/0c1ps1,/m/04ztj,/people/person/spouse_s./people/marriage/type_of_union,**Predicted Relation:** /people/person/spouse_s./people/marriage/type_of_union,/people/person/spouse_s./people/marriage/type_of_union
569,/m/0d02km,/m/05zppz,/people/person/gender,**Predicted Relation:** /people/person/gender,/people/person/gender
570,/m/01y20v,/m/062z7,/education/educational_institution/students_graduates./education/education/major_field_of_study,**Predicted Relation:** /education/educational_institution/students_graduates./education/education/major_field_of_study,/education/educational_institution/students_graduates./education/education/major_field_of_study
571,/m/0dwxr,/m/03_3d,/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/country,**Predicted Relation:** /olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/olympics,/olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/olympics
572,/m/03_dj,/m/05z96,/people/person/profession,**Predicted Relation:** /people/person/profession,/people/person/profession
573,/m/01fyzy,/m/018gz8,/people/person/profession,**Predicted Relation:** /people/person/profession,/people/person/profession
574,/m/0f4x7,/m/06t6dz,/award/award_category/nominees./award/award_nomination/nominated_for,**Predicted Relation:** /award/award_nominee/award_nominations./award/award_nomination/nominated_for,/award/award_nominee/award_nominations./award/award_nomination/nominated_for
575,/m/01w5gg6,/m/03qbh5,/award/award_nominee/award_nominations./award/award_nomination/award,**Predicted Relation:** /award/award_nominee/award_nominations./award/award_nomination/award,/award/award_nominee/award_nominations./award/award_nomination/award
576,/m/0glqh5_,/m/03ryn,/film/film/release_date_s./film/film_regional_release_date/film_release_region,**Predicted Relation:** /film/film/language,/film/film/language
577,/m/04kj2v,/m/05zppz,/people/person/gender,**Predicted Relation:** /people/person/gender,/people/person/gender
578,/m/05f3q,/m/08849,/award/award_category/winners./award/award_honor/award_winner,**Predicted Relation:** /award/award_category/winners./award/award_honor/award_winner,/award/award_category/winners./award/award_honor/award_winner
579,/m/05842k,/m/05ljv7,/music/performance_role/track_performances./music/track_contribution/role,**Predicted Relation:** /music/artist/track_contributions./music/track_contribution/role,/music/artist/track_contributions./music/track_contribution/role
580,/m/07y_p6,/m/023kzp,/award/award_ceremony/awards_presented./award/award_honor/award_winner,**Predicted Relation:** /award/award_category/winners./award/award_honor/award_winner,/award/award_category/winners./award/award_honor/award_winner
581,/m/018p4y,/m/03gh4,/people/person/places_lived./people/place_lived/location,**Predicted Relation:** /people/person/place_of_birth,/people/person/place_of_birth
582,/m/01fmys,/m/0h7x,/film/film/release_date_s./film/film_regional_release_date/film_release_region,**Predicted Relation:** /film/film/release_date_s./film/film_regional_release_date/film_release_region,/film/film/release_date_s./film/film_regional_release_date/film_release_region
583,/m/09qycb,/m/029j_,/film/film/release_date_s./film/film_regional_release_date/film_release_distribution_medium,**Predicted Relation:** /film/film/release_date_s./film/film_regional_release_date/film_release_distribution_medium,/film/film/release_date_s./film/film_regional_release_date/film_release_distribution_medium
584,/m/03gr7w,/m/0r0m6,/people/person/places_lived./people/place_lived/location,**Predicted Relation:** /people/person/place_of_birth,/people/person/place_of_birth
585,/m/0c0nhgv,/m/09zzb8,/film/film/other_crew./film/film_crew_gig/film_crew_role,**Predicted Relation:** /film/film/other_crew./film/film_crew_gig/film_crew_role,/film/film/other_crew./film/film_crew_gig/film_crew_role
586,/m/0gv40,/m/0gq9h,/award/award_nominee/award_nominations./award/award_nomination/award,**Predicted Relation:** /award/award_winning_work/awards_won./award/award_honor/award,/award/award_winning_work/awards_won./award/award_honor/award
587,/m/0dj75,/m/041r51,/food/food/nutrients./food/nutrition_fact/nutrient,**Predicted Relation:** /food/food/nutrients./food/nutrition_fact/nutrient,/food/food/nutrients./food/nutrition_fact/nutrient
588,/m/02t1dv,/m/02z9hqn,/film/actor/film./film/performance/film,**Predicted Relation:** /film/actor/film./film/performance/film,/film/actor/film./film/performance/film
589,/m/01k165,/m/01r32,/people/person/places_lived./people/place_lived/location,**Predicted Relation:** /government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office,/government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office
